MAZ,TAZ,Unnamed: 0,taz,luz_id,pop,hhp,hs,hs_sf,hs_mf,hs_mh,hh,hh_sf,hh_mf,hh_mh,hhs,gq_civ,gq_mil,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,emp_gov,emp_mil,emp_ag_min,emp_bus_svcs,emp_fin_res_mgm,emp_educ,emp_hlth,emp_ret,emp_trn_wrh,emp_con,emp_utl,emp_mnf,emp_whl,emp_ent,emp_accm,emp_food,emp_oth,emp_non_ws_wfh,emp_non_ws_oth,emp_total,pseudomsa,zip09,enrollgradekto8,enrollgrade9to12,collegeenroll,othercollegeenroll,hotelroomtotal,parkactive,openspaceparkpreserve,beachactive,district27,milestocoast,acres,land_acres,effective_acres,truckregiontype,ech_dist,hch_dist,adultschenrl,hstallsoth,hstallssam,numfreehrs,dstallsoth,dstallssam,mstallsoth,mstallssam,budgetroom,economyroom,luxuryroom,midpriceroom,upscaleroom,MicroAccessTime,remoteAVParking,refueling_stations,totint,duden,empden,popden,retempden,totintbin,empdenbin,dudenbin,PopEmpDenPerMi,microtransit,nev,mgra,exp_hourly,exp_daily,exp_monthly,parking_type,parking_spaces,poe_id,external_work,external_nonwork,external_TAZ,external_MAZ,walk_dist_local_bus,walk_dist_premium_transit,micro_dist_local_bus,micro_dist_premium_transit,ML_DIST,AVGTTS,PCTDETOUR,terminal_time
1430,1637,1429,1637,2,47,47,29,4,25,0,27,4,23,0,1.740740741,0,0,0,3,2,3,2,3,4,2,2,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,10,16,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.59,2.6486833,2.6486833,2.6486833,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,180,8.7334,15.2418,18.4023,5.0572,3,2,2,21532.2295,0,0,1430,1.68351020069634,11.96828053645442,100.91538956769855,2,70.0,0.0,0.0,0.0,0.0,0.0,0.135,0.082,0.135,0.082,8.0165,0.00383,0.0,0.0
1433,1863,1432,1863,2,65,65,42,5,37,0,38,3,35,0,1.710526316,0,0,4,3,3,3,1,3,3,5,3,10,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,5,10,30,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.29,2.510433189,2.510433189,2.510433189,1,432801,432801,0,53,104,0,51,99,51,99,0,0,0,0,0,999,0,0,127,9.9896,19.9156,20.5952,6.1288,2,2,2,25926.9031,0,0,1433,1.645177075039443,13.251985080607584,116.07810599952,1,135.0,0.0,0.0,0.0,0.0,0.0,0.053,0.053,0.053,0.053,8.4853,0.00392,0.0,0.0
1434,1856,1433,1856,3,80,80,57,12,45,0,48,12,36,0,1.666666667,0,0,1,2,6,7,6,3,4,1,5,13,0,0,0,4,0,0,2,0,0,3,0,0,5,0,0,10,1,5,9,39,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.35,3.032123997,3.032123997,3.032123997,1,432801,432801,0,38,76,0,35,69,35,69,0,0,0,0,0,999,0,0,130,10.0051,22.6302,20.6749,7.6357,3,2,3,27715.2279,0,0,1434,1.7125427605507129,14.180827703686935,117.98894273384468,1,152.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046,0.046,0.046,8.2218,0.00396,0.0,0.0
1437,1837,1436,1837,2,44,44,31,0,31,0,29,0,29,0,1.517241379,0,0,1,3,5,4,3,3,2,3,2,3,0,0,0,62,1,0,14,0,0,0,0,0,0,0,0,0,0,2,12,91,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.81,1.815835871,1.815835871,1.815835871,1,432801,432801,0,20,128,0,0,108,0,108,0,0,0,0,0,999,0,0,130,11.9978,21.6709,24.4732,2.8047,3,2,3,29532.2293,0,0,1437,1.7787376482394353,13.529021869788146,112.00790300805586,1,113.0,0.0,0.0,0.0,0.0,0.0,0.071,0.071,0.071,0.071,9.0322,0.00374,0.0,0.0
1444,2053,1443,2053,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,12,0,0,0,0,0,0,119,0,0,12,205,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.91,5.589009054,5.589009054,5.589009054,1,432801,432801,0,75,75,0,58,58,58,58,0,0,0,0,0,999,0,0,161,26.0059,32.776,58.9647,9.4964,3,3,3,58713.9995,0,0,1444,3.081063555777406,15.366609138815669,124.6189236448455,1,73.0,0.0,0.0,0.0,0.0,0.0,0.107,0.304,0.107,0.304,9.954,0.00369,0.0,0.0
1449,1689,1448,1689,2,68,68,46,26,20,0,44,24,20,0,1.545454545,0,0,1,5,7,5,3,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.42,3.120889627,3.120889627,3.120889627,1,432801,432801,0,7,12,0,7,12,7,12,0,0,0,0,0,5,0,0,153,11.4209,20.624,23.468,5.024,3,2,3,28218.8811,0,0,1449,3.099321618113988,14.805799194287964,116.46670136410457,2,123.0,0.0,0.0,0.0,0.0,0.0,0.121,0.435,0.121,0.435,9.1484,0.00373,0.0,0.0
1453,1637,1452,1637,2,30,30,19,6,13,0,18,5,13,0,1.666666667,0,0,0,2,1,2,1,2,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,1,10,33,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.57,1.681207292,1.681207292,1.681207292,1,432801,432801,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,180,8.7334,15.2418,18.4023,5.0572,3,2,2,21532.2295,0,0,1453,1.6188498084915064,11.316307017112107,96.44085763364473,2,33.0,0.0,0.0,0.0,0.0,0.0,0.135,0.082,0.135,0.082,8.0165,0.00383,0.0,0.0
1455,2151,1454,2151,4,17,17,12,12,0,0,11,11,0,0,1.545454545,0,0,1,2,1,1,1,3,1,0,1,0,0,0,0,0,3,0,10,4,0,0,0,0,0,1,0,8,1,0,19,46,2,92103,0,0,0,0,0,0.0,0.0,0.0,8,2.58,4.957834627,4.957834627,4.957834627,1,432801,432801,0,67,133,0,66,131,66,131,0,0,0,0,0,999,0,0,232,16.4575,16.3671,34.4348,5.0556,3,2,3,32513.2021,0,0,1455,0.9192759149941409,7.295842728686688,66.3419981842632,1,137.0,0.0,0.0,0.0,0.0,0.0,0.084,0.084,0.084,0.084,7.1618,0.00393,0.0,0.0
1467,1856,1466,1856,3,5,5,3,3,0,0,3,3,0,0,1.666666667,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,38,0,18,0,0,0,0,0,0,0,0,0,0,0,107,166,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.27,1.564137289,1.564137289,1.564137289,1,432801,432801,0,24,48,0,16,32,16,32,0,0,0,0,0,999,0,0,127,12.5806,28.8829,25.93,9.4316,2,2,3,35080.2773,0,0,1467,1.6596241559604792,13.408986854606017,111.62931827403266,1,48.0,0.0,0.0,0.0,0.0,0.0,0.061,0.061,0.061,0.061,8.2218,0.00396,0.0,0.0
1477,1791,1476,1791,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,13,398,0,11,0,0,16,0,0,89,860,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.59,2.052119315,2.052119315,2.052119315,1,432801,432801,0,6,541,0,0,535,0,535,0,0,0,0,0,999,0,0,176,23.2786,95.4536,46.9463,17.075,3,3,3,91135.9313,0,0,1477,4.088180446233591,19.026511018150213,136.64278162321136,1,269.0,0.0,0.0,0.0,0.0,0.0,0.073,0.105,0.073,0.105,9.7807,0.00374,0.0,3.0
1480,1797,1479,1797,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,28,1,92101,0,0,0,0,220,0.0,0.0,0.0,15,0.58,1.267011647,1.267011647,1.267011647,1,432801,432801,0,25,25,0,25,25,25,25,0,0,0,0,0,999,0,0,184,18.5465,78.5699,37.8611,8.5412,3,3,3,74515.8642,0,0,1480,4.264027888678078,19.476584749999216,137.34628998625112,1,107.0,0.0,0.0,0.0,0.0,0.0,0.095,0.273,0.095,0.273,9.6308,0.00375,0.0,0.0
1485,1683,1484,1683,28,613,613,439,0,439,0,354,0,354,0,1.731638418,0,0,21,28,15,12,5,27,27,38,50,131,0,0,0,23,2,0,1,1,0,0,0,0,0,0,0,0,9,33,13,82,1,92101,0,0,0,0,0,2.148411,0.0,0.0,15,0.33,15.02681402,15.02681402,15.02681402,1,432801,432801,0,31,308,0,0,276,0,276,0,0,0,0,0,999,0,0,119,19.7972,73.2656,38.8409,20.9777,2,3,3,71748.1391,0,0,1485,4.474289131908859,20.40294899069887,138.31482168227066,1,789.0,0.0,0.0,0.0,0.0,0.0,0.206,0.125,0.206,0.125,10.2277,0.0037,0.0,0.0
1492,2054,1491,2054,28,1479,1479,957,0,957,0,711,0,711,0,2.080168776,0,0,14,108,91,177,63,147,0,74,37,0,0,0,0,6,0,0,0,0,0,20,0,0,5,8,0,0,0,23,14,76,1,92101,0,0,0,0,0,1.290141,0.0,0.0,15,0.67,3.362507129,3.362507129,3.362507129,1,432801,432801,0,264,527,0,263,526,263,526,0,0,0,0,0,999,0,0,171,25.6444,36.3528,58.3549,12.7745,3,3,3,60612.9079,0,0,1492,2.799250393712603,14.841919029303684,121.10141956092292,1,1804.0,0.0,0.0,0.0,0.0,0.0,0.145,0.282,0.145,0.282,10.2278,0.00372,0.0,0.0
1504,1808,1503,1808,28,322,322,260,3,257,0,213,3,210,0,1.511737089,0,0,16,2,21,8,18,25,0,18,19,86,0,0,0,0,2,1,8,0,0,0,0,0,0,0,9,17,1,12,10,60,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.31,2.444364858,2.444364858,2.444364858,1,432801,432801,0,65,76,0,19,30,19,30,0,0,0,0,0,999,0,0,148,20.3455,93.2965,41.0274,21.9191,3,3,3,85967.2814,0,0,1504,4.452862833107669,19.95053523391555,141.07295248593988,1,516.0,0.0,0.0,0.0,0.0,0.0,0.127,0.214,0.127,0.214,10.3209,0.00369,0.0,0.0
1508,1872,1507,1872,28,27,27,22,0,22,0,20,0,20,0,1.35,0,0,3,2,1,2,2,2,2,1,1,4,0,0,0,62,26,0,0,5,0,0,0,0,1,1,0,200,34,0,22,351,1,92101,0,0,0,0,64,0.0,0.0,0.0,15,0.64,1.381207898,1.381207898,1.381207898,1,432801,432801,0,74,137,0,58,121,58,121,0,0,0,0,0,999,0,0,213,24.1093,83.6662,49.0017,18.6786,3,3,3,84907.457,0,0,1508,3.960303095216928,18.52370802072217,136.7484340489646,1,175.0,0.0,0.0,0.0,0.0,0.0,0.105,0.105,0.105,0.105,10.0025,0.00378,0.0,0.0
1509,1966,1508,1966,28,148,148,127,0,127,0,109,0,109,0,1.357798165,0,0,27,11,6,11,8,12,5,13,5,11,0,0,0,0,12,0,3,1,0,0,0,0,0,0,0,38,1,3,42,100,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.72,2.457915739,2.457915739,2.457915739,1,432801,432801,0,27,27,0,0,0,0,0,0,0,0,0,0,999,0,0,193,30.4592,64.046,65.8183,20.9778,3,3,3,83113.1649,0,0,1509,3.798373662147288,17.52560744483243,134.92273402473072,1,224.0,0.0,0.0,0.0,0.0,0.0,0.053,0.142,0.053,0.142,10.0135,0.00378,0.0,0.0
1510,2058,1509,2058,28,385,354,263,0,263,0,245,0,245,0,1.444897959,31,0,19,14,19,25,38,24,33,21,29,23,0,0,0,39,1,0,0,0,0,3,0,1,0,4,0,23,3,5,14,93,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,1.02,5.87754998,5.87754998,5.87754998,1,432801,432801,0,34,34,0,34,34,34,34,0,0,0,0,0,999,0,0,158,27.1173,38.6557,60.3773,10.8574,3,3,3,63381.0866,0,0,1510,3.024678750248861,15.408484444552276,123.17360593305295,1,467.0,0.0,0.0,0.0,0.0,0.0,0.136,0.152,0.136,0.152,9.8097,0.00372,0.0,0.0
1511,1574,1510,1574,2,42,42,23,21,2,0,21,19,2,0,2.0,0,0,0,1,2,2,2,2,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,0.82,2.929310976,2.929310976,2.929310976,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,99,4.0263,11.943,8.6953,1.7199,2,2,1,13208.5398,0,0,1511,1.7498462046188368,7.778757592448074,60.238755157006416,2,0.0,0.0,0.0,0.0,0.0,0.0,0.803,0.429,0.803,0.429,8.7976,0.00373,0.0,0.0
1540,1834,1539,1834,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,10,921,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.76,1.381406057,1.381406057,1.381406057,1,432801,432801,0,0,141,0,0,141,0,141,0,0,0,0,0,999,0,0,142,15.7904,51.1153,31.8858,5.8682,3,3,3,53120.761,0,0,1540,2.375357921687202,14.910223857908395,124.23154213751134,1,143.0,0.0,0.0,0.0,0.0,0.0,0.071,0.073,0.071,0.073,9.3294,0.00372,0.0,0.0
1543,2022,1542,2022,28,249,249,224,0,224,0,186,0,186,0,1.338709677,0,0,29,8,10,11,24,20,17,13,26,28,0,0,0,14,4,0,0,0,0,0,0,17,7,0,0,0,0,5,21,68,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.54,2.441724104,2.441724104,2.441724104,1,432801,432801,0,33,33,0,33,33,33,33,0,0,0,0,0,999,0,0,184,24.9532,42.9122,56.0039,15.771,3,3,3,63306.2575,0,0,1543,3.332935714000241,15.782692808063382,130.24052017276662,1,679.0,0.0,0.0,0.0,0.0,0.0,0.052,0.178,0.052,0.178,10.3313,0.00367,0.0,0.0
1559,1708,1558,1708,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,0,4,0,0,2,0,1,0,0,0,44,9,0,13,295,1,92101,0,0,0,0,258,0.0,0.0,0.0,15,0.38,2.859840504,2.859840504,2.859840504,1,432801,432801,0,132,274,0,68,209,68,209,0,0,0,0,0,999,0,0,152,18.6432,83.6548,37.4733,12.4664,3,3,3,77522.0342,0,0,1559,4.315547233871229,19.963767895673246,137.78758719012822,1,156.0,0.0,0.0,0.0,0.0,0.0,0.108,0.075,0.108,0.075,9.987,0.00371,0.0,0.0
1570,1831,1569,1831,2,5,5,3,0,3,0,3,0,3,0,1.666666667,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,0.84,2.458260988,2.458260988,2.458260988,1,432801,432801,0,22,76,0,4,58,4,58,0,0,0,0,0,999,0,0,131,11.3465,21.5373,23.089,2.909,3,2,3,28560.8408,0,0,1570,1.4569445448678022,12.538021009426698,106.73661556474045,1,94.0,0.0,0.0,0.0,0.0,0.0,0.053,0.053,0.053,0.053,8.9461,0.00375,0.0,0.0
1577,1799,1576,1799,28,242,242,192,0,192,0,176,0,176,0,1.375,0,0,37,13,6,9,20,20,3,10,17,41,0,0,0,5,15,0,15,7,0,6,0,0,4,0,0,0,20,5,32,109,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.37,2.518030379,2.518030379,2.518030379,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,148,20.3455,93.2965,41.0274,21.9191,3,3,3,85967.2814,0,0,1577,4.412067245550089,19.548406854835303,136.97457833538468,1,150.0,0.0,0.0,0.0,0.0,0.0,0.127,0.214,0.127,0.214,10.269,0.00367,0.0,0.0
1606,1754,1605,1754,28,285,285,230,0,230,0,199,0,199,0,1.432160804,0,0,25,24,11,16,3,34,14,16,11,45,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,13,1,25,11,63,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.53,5.338853153,5.338853153,5.338853153,1,432801,432801,0,52,90,0,49,84,49,84,0,0,0,0,0,999,0,2,183,18.772,82.2438,38.2942,9.3184,3,3,3,77144.3125,0,0,1606,4.187219260594701,19.37009469811075,136.5920364249023,1,481.0,0.0,0.0,0.0,0.0,0.0,0.129,0.234,0.129,0.234,9.6674,0.00373,0.0,0.0
1607,1834,1606,1834,2,27,27,23,0,23,0,22,0,22,0,1.227272727,0,0,3,3,3,1,3,3,3,1,2,0,0,0,0,104,4,0,5,0,0,0,0,0,0,0,0,0,0,0,20,133,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.8,2.912494799,2.912494799,2.912494799,1,432801,432801,0,15,58,0,0,42,0,42,0,0,0,0,0,999,0,0,129,19.0969,63.4119,38.604,6.8968,2,3,3,65290.2047,0,0,1607,2.9739755589101327,15.996330430578968,125.91382101702982,1,119.0,0.0,0.0,0.0,0.0,0.0,0.047,0.047,0.047,0.047,9.3294,0.00372,0.0,0.0
1617,2105,1616,2105,3,184,184,120,21,99,0,112,20,92,0,1.642857143,0,0,5,10,9,12,10,11,18,18,13,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,21,2,92103,0,0,0,0,0,0.0,0.0,0.0,8,2.01,4.545740094,4.545740094,4.545740094,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,193,15.8027,15.4462,32.2759,6.8085,3,2,3,30542.1676,0,0,1617,1.1752429152128472,8.891465693733906,79.68615393519515,2,290.0,0.0,0.0,0.0,0.0,0.0,0.188,0.202,0.188,0.202,7.693,0.00395,0.0,0.0
1618,2110,1617,2110,3,199,199,130,7,123,0,114,5,109,0,1.745614035,0,0,8,9,9,9,7,14,19,4,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,62,1,14,13,93,2,92103,0,0,0,0,0,0.0,0.0,0.0,8,2.21,7.383256885,7.383256885,7.383256885,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,211,13.5385,18.2988,27.6682,6.1888,3,2,3,29418.8712,0,0,1618,1.1981910135646334,9.292997986428174,83.9986701850897,2,217.0,0.0,0.0,0.0,0.0,0.0,0.266,0.266,0.266,0.266,7.5013,0.00397,0.0,0.0
1625,1746,1624,1746,28,725,0,0,0,0,0,0,0,0,0,0.0,725,0,0,0,0,0,0,0,0,0,0,0,650,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,955,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.48,2.417740885,2.417740885,2.417740885,1,432801,432801,0,23,23,0,0,0,0,0,0,0,0,0,0,999,0,0,170,20.6645,87.3352,41.6421,12.7227,3,3,3,82545.4626,0,0,1625,4.30630641598602,19.215056649841348,137.49552287408352,1,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,9.9473,0.00371,0.0,0.0
1627,2110,1626,2110,3,257,257,170,7,163,0,147,5,142,0,1.74829932,0,0,10,12,12,12,10,19,24,5,20,23,0,0,0,9,12,36,76,8,0,0,0,0,0,0,0,0,0,20,49,210,2,92103,0,0,0,0,0,0.0,0.0,0.0,8,2.26,7.658079351,7.658079351,7.658079351,1,432801,432801,0,175,341,0,167,325,167,325,0,0,0,0,0,999,0,0,236,17.3469,15.8984,35.6017,5.0671,3,2,3,32960.0656,0,0,1627,1.000190113695451,7.585440070213105,69.8856980129054,1,410.0,0.0,0.0,0.0,0.0,0.0,0.036,0.036,0.036,0.036,7.5013,0.00397,0.0,0.0
1632,1877,1631,1877,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,12,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.8,1.96578016,1.96578016,1.96578016,1,432801,432801,0,375,415,0,322,362,322,362,0,0,0,0,0,999,0,0,176,21.7623,92.0348,44.1994,15.4247,3,3,3,87189.8789,0,0,1632,3.93346588901337,19.023148992036063,137.42247323590095,1,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.071,9.6505,0.00378,0.0,0.0
1649,1607,1648,1607,2,91,91,51,3,48,0,46,2,44,0,1.97826087,0,0,1,3,4,5,3,5,4,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,0.59,2.065993117,2.065993117,2.065993117,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,76,5.4263,15.0346,12.2127,3.0856,1,2,2,17438.2565,0,0,1649,2.2010835686584245,9.729936168938266,74.43163279459263,2,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.293,0.445,0.293,8.9761,0.00376,0.0,0.0
1666,1637,1665,1637,2,61,61,36,4,32,0,35,4,31,0,1.742857143,0,0,1,5,1,3,2,3,7,2,3,8,49,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,11,69,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.55,1.491080281,1.491080281,1.491080281,1,432801,432801,0,2,3,0,0,0,0,0,0,0,0,0,0,999,0,0,180,8.6171,9.1528,18.3927,4.3447,3,1,2,17629.1413,0,0,1666,1.4180653880416811,9.164111125657884,80.40062119963729,1,69.0,0.0,0.0,0.0,0.0,0.0,0.062,0.062,0.062,0.062,8.0165,0.00383,0.0,0.0
1673,1505,1672,1505,1,68,68,30,30,0,0,28,28,0,0,2.428571429,0,0,0,0,2,0,2,3,1,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.26,6.181798722,6.181798722,6.181798722,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,148,3.8262,1.6331,9.0709,0.178,3,1,1,6850.5752,0,0,1673,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.999,0.121,0.999,8.1725,0.00383,0.0,4.0
1681,1757,1680,1757,2,18,18,15,0,15,0,14,0,14,0,1.285714286,0,0,2,2,2,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.44,9.808694478,9.808694478,9.808694478,1,432801,432801,0,60,60,0,60,60,60,60,0,0,0,0,0,999,0,0,168,12.0294,29.8645,24.702,5.5579,3,2,3,34922.5695,0,0,1681,3.377368161858035,16.362827113438055,128.8213186123222,2,56.0,0.0,0.0,0.0,0.0,0.0,0.157,0.398,0.157,0.398,9.4093,0.0037,0.0,5.0
1683,1689,1682,1689,2,44,44,31,10,21,0,29,9,20,0,1.517241379,0,0,1,3,5,4,3,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.5,1.824535931,1.824535931,1.824535931,1,432801,432801,0,1,66,0,1,66,1,66,0,0,0,0,0,999,0,0,147,10.17,16.4046,21.2656,4.1979,3,2,3,24108.9795,0,0,1683,2.967452241718576,14.9312353455026,116.95267746585596,2,102.0,0.0,0.0,0.0,0.0,0.0,0.088,0.44,0.088,0.44,9.1484,0.00373,0.0,5.0
1704,2021,1703,2021,28,395,395,358,0,358,0,295,0,295,0,1.338983051,0,0,46,13,17,18,37,32,25,21,42,44,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,6,0,9,12,54,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.66,3.083965117,3.083965117,3.083965117,1,432801,432801,0,47,47,0,20,20,20,20,0,0,0,0,0,999,0,0,182,28.3486,51.1659,62.5042,18.961,3,3,3,72748.8666,0,0,1704,3.615815845478653,16.687566143632463,133.11051627907665,1,236.0,0.0,0.0,0.0,0.0,0.0,0.001,0.033,0.001,0.033,10.1913,0.00369,0.0,3.0
1710,1968,1709,1968,28,181,181,156,0,156,0,133,0,133,0,1.360902256,0,0,34,13,7,13,10,15,6,16,6,13,0,0,0,0,1,0,115,0,0,0,0,0,0,0,0,0,0,4,12,132,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.83,3.07687865,3.07687865,3.07687865,1,432801,432801,0,26,58,0,14,45,14,45,0,0,0,0,0,999,0,0,188,23.9579,82.0625,50.1721,18.8989,3,3,3,84630.1704,0,0,1710,3.6852609393784967,17.417840983714,134.99540756519897,1,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8729,0.00382,0.0,5.0
1711,2001,1710,2001,28,42,42,36,0,36,0,31,0,31,0,1.35483871,0,0,8,3,2,3,2,4,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,10,13,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.74,2.43397256,2.43397256,2.43397256,1,432801,432801,0,45,45,0,26,26,26,26,0,0,0,0,0,999,0,0,178,28.803,51.8473,62.9765,18.3725,3,3,3,73487.2271,0,0,1711,3.7946570737684775,17.253407963582678,133.64410711462665,1,88.0,0.0,0.0,0.0,0.0,0.0,0.075,0.107,0.075,0.107,10.0578,0.00373,0.0,5.0
1716,1562,1715,1562,30,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61,2,92101,0,0,0,0,0,0.0,0.0,0.0,26,0.69,7.763917675,7.763917675,7.763917675,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,65,2.1322,13.2851,4.6118,1.355,1,2,1,11454.0284,0,0,1716,1.8882742109124504,8.198136834309445,62.97590194057829,2,6.0,0.0,0.0,0.0,0.0,0.0,999999.0,0.4,0.888,0.4,9.0179,0.00371,0.0,0.0
1717,1758,1716,1758,2,70,70,46,10,36,0,45,10,35,0,1.555555556,0,0,2,3,3,3,5,9,5,6,0,9,0,0,0,14,0,0,7,0,0,0,0,0,0,0,2,5,7,5,10,50,2,92103,0,0,0,0,5,0.0,0.0,0.0,27,1.56,4.228487557,4.228487557,4.228487557,1,432801,432801,0,62,124,0,62,124,62,124,0,0,0,0,0,999,0,0,201,11.3027,24.8579,23.4891,8.0494,3,2,3,30942.08,0,0,1717,1.8270330186527028,13.982772415618673,118.46457305208877,1,141.0,0.0,0.0,0.0,0.0,0.0,0.12,0.163,0.12,0.163,7.9762,0.00392,0.0,4.0
1726,1629,1725,1629,1,114,114,68,0,68,0,64,0,64,0,1.78125,0,0,5,6,2,4,6,7,3,4,11,16,0,0,0,2,13,0,0,0,1,0,0,0,2,0,0,48,0,9,25,100,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.62,1.924041462,1.924041462,1.924041462,1,432801,432801,0,5,9,0,0,0,0,0,0,0,0,0,0,999,0,0,187,8.5751,11.1699,18.2462,4.5981,3,2,2,18826.3028,0,0,1726,1.5600062366637586,10.753856186166756,90.2878288701954,2,110.0,0.0,0.0,0.0,0.0,0.0,0.052,0.052,0.052,0.052,7.8659,0.00384,0.0,5.0
