MAZ,TAZ,Unnamed: 0,taz,luz_id,pop,hhp,hs,hs_sf,hs_mf,hs_mh,hh,hh_sf,hh_mf,hh_mh,hhs,gq_civ,gq_mil,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,emp_gov,emp_mil,emp_ag_min,emp_bus_svcs,emp_fin_res_mgm,emp_educ,emp_hlth,emp_ret,emp_trn_wrh,emp_con,emp_utl,emp_mnf,emp_whl,emp_ent,emp_accm,emp_food,emp_oth,emp_non_ws_wfh,emp_non_ws_oth,emp_total,pseudomsa,zip09,enrollgradekto8,enrollgrade9to12,collegeenroll,othercollegeenroll,hotelroomtotal,parkactive,openspaceparkpreserve,beachactive,district27,milestocoast,acres,land_acres,effective_acres,truckregiontype,ech_dist,hch_dist,adultschenrl,hstallsoth,hstallssam,numfreehrs,dstallsoth,dstallssam,mstallsoth,mstallssam,budgetroom,economyroom,luxuryroom,midpriceroom,upscaleroom,MicroAccessTime,remoteAVParking,refueling_stations,totint,duden,empden,popden,retempden,totintbin,empdenbin,dudenbin,PopEmpDenPerMi,microtransit,nev,mgra,exp_hourly,exp_daily,exp_monthly,parking_type,parking_spaces,poe_id,external_work,external_nonwork,external_TAZ,external_MAZ,walk_dist_local_bus,walk_dist_premium_transit,micro_dist_local_bus,micro_dist_premium_transit,ML_DIST,AVGTTS,PCTDETOUR,terminal_time
2,1797,1,1797,28,130,68,56,0,56,0,48,0,48,0,1.416666667,62,0,6,6,3,4,0,8,4,4,2,11,0,0,0,48,1,87,1,0,0,0,0,0,0,0,5,21,0,11,26,200,1,92101,0,0,282,0,0,0.0,0.0,0.0,15,0.64,2.872330281,2.872330281,2.872330281,1,432801,432801,0,13,65,0,0,53,0,53,0,0,0,0,0,5,0,0,173,21.4588,91.8537,43.9122,12.8218,3,3,3,86890.2213,0,0,2,4.287953259199504,19.407078183541604,137.4829599183592,1,124.0,0.0,0.0,0.0,0.0,0.0,0.052,0.052,0.052,0.052,9.6308,0.00375,0.0,0.0
12,1629,11,1629,1,7,7,4,0,4,0,4,0,4,0,1.75,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,49,8,0,0,7,0,0,0,0,0,0,0,104,4,1,28,201,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.61,2.562017099,2.562017099,2.562017099,1,432801,432801,0,51,101,0,47,93,47,93,0,0,0,0,0,5,0,0,172,8.147,8.9831,17.3933,3.6588,3,1,2,16880.8847,0,0,12,1.4259954686502745,9.200285715998078,80.47069616008827,1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8659,0.00384,0.0,0.0
19,1601,18,1601,1,30,30,17,17,0,0,17,17,0,0,1.764705882,0,0,2,2,0,1,2,2,0,1,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,10,15,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.66,2.06073535,2.06073535,2.06073535,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,154,6.1552,5.1056,13.4185,1.9645,3,1,2,11855.4762,0,0,19,1.36282178717112,8.349174620150764,72.02504074925898,2,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.262,0.077,0.262,7.9175,0.00378,0.0,0.0
25,1733,24,1733,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37,0,0,0,0,0,0,12,0,0,0,5,0,17,73,1,92101,248,0,0,0,0,1.525474,0.0,0.0,15,0.44,10.99493237,10.99493237,10.99493237,1,432801,432801,0,19,136,0,19,136,19,136,0,0,0,0,0,5,0,0,170,15.6544,67.4028,32.4694,7.6566,3,3,3,63918.23,0,0,25,3.8543405093969008,18.430042834942856,132.35335046674325,1,44.0,0.0,0.0,0.0,0.0,0.0,0.142,0.367,0.142,0.367,9.5203,0.00371,0.0,0.0
28,2099,27,2099,28,34,34,25,0,25,0,24,0,24,0,1.416666667,0,0,1,2,2,3,4,2,3,2,2,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,18,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,1.1,2.287802183,2.287802183,2.287802183,1,432801,432801,0,286,286,0,203,203,203,203,0,0,0,0,0,5,0,0,139,20.856,27.7192,46.1735,5.9187,3,2,3,47291.2843,0,0,28,2.5932977245203594,13.58182778418098,110.2708353149894,1,170.0,0.0,0.0,0.0,0.0,0.0,0.177,0.373,0.177,0.373,9.781,0.00369,0.0,3.0
36,1901,35,1901,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,771,62,5,18,1,4,0,0,11,15,0,0,0,27,0,116,1136,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.84,2.508281053,2.508281053,2.508281053,1,432801,432801,0,335,335,0,324,324,324,324,0,0,0,0,0,5,0,0,192,21.2671,90.777,42.8816,19.3957,3,3,3,85541.5179,0,0,36,3.696540472684352,17.81005920652736,136.37248961550495,1,257.0,0.0,0.0,0.0,0.0,0.0,0.051,0.051,0.051,0.051,9.7787,0.0038,0.0,0.0
49,1941,48,1941,28,225,225,244,0,244,0,168,0,168,0,1.339285714,0,0,8,3,39,6,3,4,6,4,39,56,0,0,0,1,23,0,0,2,0,3,0,0,0,0,0,18,74,12,61,194,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.52,2.45830513,2.45830513,2.45830513,1,432801,432801,0,24,24,0,10,10,10,10,0,0,0,0,0,5,0,0,181,29.4576,56.4788,63.6572,20.2461,3,3,3,76887.056,0,0,49,4.0055146273589,18.12638446679508,136.44268051307958,1,419.0,0.0,0.0,0.0,0.0,0.0,0.087,0.229,0.087,0.229,10.2379,0.00373,0.0,0.0
55,1870,54,1870,28,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,22,0,76,0,0,0,0,0,17,0,313,0,0,44,530,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.47,2.357232212,2.357232212,2.357232212,1,432801,432801,0,31,59,0,0,27,0,27,0,0,0,0,0,5,0,0,192,27.052,78.9425,56.9349,20.0746,3,3,3,86961.5657,0,0,55,4.07638650923501,18.65690900739586,135.5369132253445,1,45.0,0.0,0.0,0.0,0.0,0.0,0.052,0.247,0.052,0.247,10.2046,0.00373,0.0,0.0
56,2024,55,2024,28,131,0,0,0,0,0,0,0,0,0,0.0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.93,3.068938564,3.068938564,3.068938564,1,432801,432801,0,62,99,0,55,92,55,92,0,0,0,0,0,5,0,0,155,27.682,42.0389,61.2435,12.1205,3,3,3,66100.7052,0,0,56,3.4950276267358893,17.156343715541233,131.91795307328562,1,100.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,9.8344,0.00376,0.0,0.0
73,1505,72,1505,1,59,59,26,26,0,0,24,24,0,0,2.458333333,0,0,0,0,2,1,2,2,1,2,2,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.32,4.005803597,4.005803597,4.005803597,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,151,4.2802,0.8161,9.8464,0.1604,3,1,1,6824.0031,0,0,73,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.902,0.163,0.902,8.1725,0.00383,0.0,0.0
74,2121,73,2121,3,38,38,25,10,15,0,22,9,13,0,1.727272727,0,0,1,1,2,2,2,3,4,0,3,4,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,3,28,48,2,92103,0,0,0,0,0,0.0,0.0,0.0,8,2.33,1.786804524,1.786804524,1.786804524,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,212,13.8206,15.3371,28.2682,4.5424,3,2,3,27907.3993,0,0,74,1.1533946589407558,8.904326174417001,82.42572827027399,2,44.0,0.0,0.0,0.0,0.0,0.0,0.157,0.274,0.157,0.274,7.3482,0.00395,0.0,0.0
81,1897,80,1897,28,329,329,283,0,283,0,249,0,249,0,1.321285141,0,0,38,27,14,23,22,26,25,15,12,47,0,0,0,50,3,0,0,26,0,0,0,0,0,0,0,167,0,3,21,270,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.67,3.059379058,3.059379058,3.059379058,1,432801,432801,0,21,246,0,369,594,5,230,0,0,0,0,0,5,0,0,209,25.9401,83.8616,52.9982,19.2421,3,3,3,87590.2645,0,0,81,3.8674793257706233,18.310328183021905,136.3668175527445,1,488.0,0.0,0.0,0.0,0.0,0.0,0.158,0.158,0.158,0.158,9.9877,0.00378,0.0,0.0
83,1785,82,1785,3,76,76,51,13,38,0,46,11,35,0,1.652173913,0,0,0,5,5,6,4,11,1,4,5,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,82,112,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.86,1.380166881,1.380166881,1.380166881,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,114,10.0866,41.8725,20.6568,7.1345,2,3,3,40018.7347,0,0,83,1.8835036377045449,13.913174761367648,117.38106763744568,2,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.23,0.163,0.23,7.632,0.00394,0.0,0.0
85,1816,84,1816,2,85,85,57,8,49,0,51,7,44,0,1.666666667,0,0,5,3,4,4,1,5,4,7,4,14,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,6,10,30,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.03,2.006160773,2.006160773,2.006160773,1,432801,432801,0,56,112,0,56,112,56,112,0,0,0,0,0,5,0,0,128,10.7676,13.8363,22.077,2.418,2,2,3,22984.5276,0,0,85,1.4036718036213764,11.382551904392898,100.1314046666825,2,87.0,0.0,0.0,0.0,0.0,0.0,0.053,0.247,0.053,0.247,8.5887,0.00383,0.0,0.0
86,1932,85,1932,3,198,193,136,3,133,0,117,3,114,0,1.64957265,5,0,2,5,16,17,15,7,10,3,13,29,0,0,0,0,3,1,588,9,0,0,0,0,2,0,2,64,33,3,18,723,2,92103,4,8,0,0,0,0.0,0.0,0.0,27,1.64,6.191046227,6.191046227,6.191046227,1,432801,432801,0,145,290,0,140,280,140,280,0,0,0,0,0,5,0,1,163,13.1285,31.3446,26.8721,8.8129,3,3,3,37258.6529,0,0,86,1.7058830650682626,14.336259389366845,122.0865381560132,1,149.0,0.0,0.0,0.0,0.0,0.0,0.051,0.211,0.051,0.211,8.0428,0.00396,0.0,0.0
93,1621,92,1621,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,10,56,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.14,2.30454884,2.30454884,2.30454884,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,115,14.7381,33.8522,31.0672,6.9774,2,3,3,41548.4504,0,0,93,3.962315333276448,17.75031128874206,127.96108101059588,1,80.0,0.0,0.0,0.0,0.0,0.0,0.089,0.071,0.089,0.071,9.6547,0.0037,0.0,0.0
94,1658,93,1658,28,64,64,47,3,44,0,41,2,39,0,1.56097561,0,0,3,3,6,3,3,3,3,5,3,9,0,0,0,53,5,0,0,6,0,0,0,0,1,0,0,56,0,2,17,140,2,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.3,1.966287296,1.966287296,1.966287296,1,432801,432801,0,10,34,0,10,34,10,34,0,0,0,0,0,5,0,0,167,13.824,33.1249,28.6805,6.0005,3,3,3,39555.4739,0,0,94,3.451672405359257,16.16515149854906,124.3489394046494,1,82.0,0.0,0.0,0.0,0.0,0.0,0.051,0.28,0.051,0.28,9.3754,0.00366,0.0,0.0
99,1937,98,1937,28,34,34,28,0,28,0,26,0,26,0,1.307692308,0,0,4,3,2,3,2,3,3,1,0,5,0,0,0,1,0,0,4,3,0,97,0,0,0,11,0,7,31,0,18,172,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.63,1.390993677,1.390993677,1.390993677,1,432801,432801,0,12,83,0,0,71,0,71,0,0,0,0,0,5,0,0,187,30.7646,59.8387,65.9979,20.3345,3,3,3,80535.426,0,0,99,3.8883234153324415,18.118903640098573,134.92820868698803,1,161.0,0.0,0.0,0.0,0.0,0.0,0.124,0.213,0.124,0.213,10.0991,0.00376,0.0,0.0
102,1755,101,1755,28,19,19,15,0,15,0,13,0,13,0,1.461538462,0,0,2,2,0,1,0,2,1,1,1,3,0,0,0,25,2,0,0,0,0,0,0,0,0,0,84,0,0,1,13,125,1,92101,0,0,0,0,333,0.0,0.0,0.0,15,0.48,2.202510837,2.202510837,2.202510837,1,432801,432801,0,26,46,0,7,27,7,27,0,0,0,0,0,5,0,0,175,17.5621,76.8803,36.136,8.0824,3,3,3,72330.4653,0,0,102,4.180779657810287,19.603458211861422,137.31755732586134,1,160.0,0.0,0.0,0.0,0.0,0.0,0.154,0.29,0.154,0.29,9.6126,0.00369,0.0,0.0
130,1448,129,1448,1,33,33,15,15,0,0,14,14,0,0,2.357142857,0,0,0,0,0,1,1,2,1,1,1,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,13,18,2,92103,0,0,0,0,0,0.0,1.020324,0.0,27,1.0,5.145518417,5.145518417,5.145518417,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,105,3.0653,9.7976,7.2781,6.4595,2,1,1,10928.4789,0,0,130,0.5294647030414578,2.0124726217508777,20.42162348450173,2,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.79,0.232,0.79,8.2293,0.00383,0.0,0.0
131,1963,130,1963,28,3,3,2,0,2,0,2,0,2,0,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,11,0,0,0,0,0,0,0,218,0,0,22,265,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.61,2.45676478,2.45676478,2.45676478,1,432801,432801,0,47,57,0,11,21,11,21,0,0,0,0,0,5,0,0,194,29.6681,57.84,63.9397,20.076,3,3,3,77938.9958,0,0,131,3.936320502159912,18.145727651283284,134.42032052444625,1,49.0,0.0,0.0,0.0,0.0,0.0,0.053,0.191,0.053,0.191,10.1549,0.00374,0.0,0.0
132,1837,131,1837,2,30,30,21,0,21,0,20,0,20,0,1.5,0,0,0,2,3,2,2,2,2,2,2,3,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,84,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.83,2.91128201,2.91128201,2.91128201,1,432801,432801,0,2,89,0,2,89,2,89,0,0,0,0,0,5,0,0,134,13.9302,25.4046,28.5253,3.5598,3,2,3,34515.1532,0,0,132,1.8154173226276635,13.813791852752514,114.72517359145658,1,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.053,9.0322,0.00374,0.0,0.0
133,2002,132,2002,28,203,203,184,0,184,0,152,0,152,0,1.335526316,0,0,23,6,8,10,19,17,14,10,22,23,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,68,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.57,1.380694507,1.380694507,1.380694507,1,432801,432801,0,174,174,0,174,174,174,174,0,0,0,0,0,5,0,0,178,26.226,45.8062,58.6461,17.099,3,3,3,66849.4828,0,0,133,3.5850480800938844,16.81397940154373,134.2081599763982,1,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,10.2677,0.00371,0.0,0.0
135,1654,134,1654,28,349,349,248,0,248,0,201,0,201,0,1.736318408,0,0,12,15,9,8,2,15,15,22,28,75,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,18,12,50,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.23,2.363710368,2.363710368,2.363710368,1,432801,432801,0,40,40,0,35,35,35,35,0,0,0,0,0,5,0,0,98,15.9724,60.5611,31.8487,9.9094,2,3,3,59142.2633,0,0,135,4.340244511332618,20.312897042545167,139.45182461994202,1,478.0,0.0,0.0,0.0,0.0,0.0,0.115,0.115,0.115,0.115,10.1875,0.0037,0.0,0.0
147,2121,146,2121,3,206,119,78,10,68,0,68,8,60,0,1.75,87,0,5,6,6,6,4,9,11,1,9,11,0,0,0,9,1,24,74,10,0,0,0,0,0,0,0,0,0,15,18,151,2,92103,29,7,0,0,0,0.0,0.0,0.0,8,2.36,8.212027457,8.212027457,8.212027457,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,214,16.6304,16.5065,34.3919,5.0896,3,2,3,32574.9546,0,0,147,1.0827536889972484,8.272700387224752,75.912233061895,2,128.0,0.0,0.0,0.0,0.0,0.0,0.049,0.166,0.049,0.166,7.3482,0.00395,0.0,0.0
159,1818,158,1818,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,405,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.02,2.920290305,2.920290305,2.920290305,1,432801,432801,0,46,52,0,287,375,127,215,0,0,0,0,0,5,0,0,16,0.0,29.4032,0.0,9.0789,1,2,1,18818.043,0,0,159,4.3280109812314125,18.11483450321883,134.91522671396422,1,157.0,0.0,0.0,0.0,0.0,0.0,0.611,0.611,0.611,0.611,10.6345,0.00362,0.0,0.0
162,1876,161,1876,28,185,185,158,0,158,0,139,0,139,0,1.330935252,0,0,22,15,8,13,12,15,14,8,6,26,0,0,0,0,1,13,3,2,0,0,0,0,0,0,0,36,0,2,15,72,1,92101,0,0,0,163,0,0.0,0.0,0.0,15,0.8,2.461590716,2.461590716,2.461590716,1,432801,432801,0,334,668,0,324,647,324,647,0,0,0,0,0,5,0,0,170,22.3957,94.5944,45.4582,15.2759,3,3,3,89633.6229,0,0,162,3.849145103177327,18.601280343282603,136.38160652676973,1,896.0,0.0,0.0,0.0,0.0,0.0,0.052,0.123,0.052,0.123,9.7169,0.00381,0.0,0.0
186,1702,185,1702,28,385,385,300,5,295,0,249,5,244,0,1.546184739,0,0,21,16,35,19,19,15,18,31,20,55,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,11,82,126,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.38,2.06228182,2.06228182,2.06228182,1,432801,432801,0,7,7,0,7,7,7,7,0,0,0,0,0,5,0,0,152,16.4922,66.9972,34.0391,8.3203,3,3,3,64663.2505,0,0,186,3.7838918408875615,18.53217835329992,131.91793978896678,1,176.0,0.0,0.0,0.0,0.0,0.0,0.124,0.26,0.124,0.26,9.5735,0.00373,0.0,0.0
195,1505,194,1505,1,54,54,23,23,0,0,22,22,0,0,2.454545455,0,0,0,0,2,1,0,2,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.5,2.984232887,2.984232887,2.984232887,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,171,4.4073,1.7726,10.1261,0.2224,3,1,1,7615.1918,0,0,195,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.66,0.051,0.66,8.1725,0.00383,0.0,0.0
204,1807,203,1807,3,240,79,54,13,41,0,47,13,34,0,1.680851064,161,0,1,2,6,7,6,3,4,1,5,12,0,0,0,10,0,0,388,0,0,0,0,0,0,0,0,0,0,14,10,422,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.32,5.751517573,5.751517573,5.751517573,1,432801,432801,0,58,116,0,46,91,46,91,0,0,0,0,0,5,0,0,160,11.7136,27.5113,24.2329,7.399,3,2,3,33116.3147,0,0,204,1.6064396538607308,13.360293872658374,112.76810429425156,1,156.0,0.0,0.0,0.0,0.0,0.0,0.033,0.221,0.033,0.221,8.2712,0.00391,0.0,0.0
213,1630,212,1630,28,324,324,232,0,232,0,187,0,187,0,1.732620321,0,0,11,15,8,7,2,14,14,20,26,70,0,0,0,12,1,0,3,0,0,0,0,0,0,0,0,0,9,16,12,53,1,92101,0,0,0,0,0,0.0,0.0,0.0,15,0.17,1.50399606,1.50399606,1.50399606,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,100,16.742,78.7798,34.7192,9.6304,2,3,3,72639.4096,0,0,213,4.333149641959788,19.749301346999204,136.50214253186408,2,435.0,0.0,0.0,0.0,0.0,0.0,0.12,0.241,0.12,0.241,9.9926,0.00369,0.0,0.0
214,2074,213,2074,3,58,58,37,32,5,0,35,31,4,0,1.657142857,0,0,1,3,3,4,3,3,7,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,2,92103,0,0,0,0,0,0.0,0.0,0.0,8,1.82,5.939943043,5.939943043,5.939943043,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,119,7.5545,12.6967,15.2615,3.7867,2,2,2,17893.2625,0,0,214,1.262766165077548,9.467599426990258,85.50903108942671,2,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.487,0.29,0.487,8.0345,0.0039,0.0,0.0
232,1860,231,1860,3,23,23,16,0,16,0,14,0,14,0,1.642857143,0,0,0,0,2,2,2,1,1,0,1,5,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,138,11,1,21,222,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.69,2.729353841,2.729353841,2.729353841,1,432801,432801,0,109,218,0,94,188,94,188,0,0,0,0,0,5,0,0,168,12.8492,27.1908,26.0284,8.1952,3,2,3,34060.2541,0,0,232,1.895668664058302,14.5292191511825,123.70567165180717,1,166.0,0.0,0.0,0.0,0.0,0.0,0.114,0.149,0.114,0.149,7.8776,0.00398,0.0,0.0
233,1760,232,1760,2,27,27,18,3,15,0,16,3,13,0,1.6875,0,0,1,1,1,1,1,1,1,2,1,6,0,0,0,24,0,0,2,0,0,0,0,0,0,0,0,0,0,2,10,38,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,0.71,3.50819696,3.50819696,3.50819696,1,432801,432801,0,2,67,0,2,67,2,67,0,0,0,0,0,5,0,0,138,10.2563,18.3804,20.891,2.4608,3,2,3,25133.7014,0,0,233,1.9111588519904488,12.804631555736506,106.66371426141494,2,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.229,0.071,0.229,8.9471,0.00369,0.0,0.0
238,1605,237,1605,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92101,0,0,0,0,0,0.321888,0.0,0.0,15,0.05,5.865494904,5.865494904,5.865494904,1,432801,432801,0,13,297,0,13,297,13,297,0,0,0,0,0,5,0,0,85,10.4403,28.0614,22.1179,6.1474,2,2,3,32114.7504,0,0,238,4.0779595201064485,18.008186007480838,128.30056503595222,1,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,9.5941,0.0037,0.0,0.0
240,1835,239,1835,2,80,80,56,0,56,0,52,0,52,0,1.538461538,0,0,1,6,9,6,5,6,4,5,5,5,0,0,0,4,6,0,2,0,0,0,0,0,0,0,0,0,15,3,25,55,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.8,2.443480795,2.443480795,2.443480795,1,432801,432801,0,0,87,0,0,87,0,87,0,0,0,0,0,5,0,0,137,13.9366,26.7552,28.5552,3.9822,3,2,3,35398.6648,0,0,240,2.095366684909937,14.229878015266388,119.50808946793776,1,153.0,0.0,0.0,0.0,0.0,0.0,0.071,0.124,0.071,0.124,9.1664,0.00374,0.0,0.0
247,1572,246,1572,1,19,19,10,10,0,0,10,10,0,0,1.9,0,0,0,1,0,1,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.71,2.395309294,2.395309294,2.395309294,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,147,4.9045,3.9546,10.9011,1.5425,3,1,1,9507.7065,0,0,247,1.1693170081004751,6.955402137304847,60.19350484861878,2,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.408,0.069,0.408,7.9793,0.00377,0.0,0.0
254,1508,253,1508,1,59,59,27,27,0,0,24,24,0,0,2.458333333,0,0,0,0,2,1,0,3,1,2,2,13,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,3,10,17,2,92103,0,0,0,0,0,0.288479,3.306751,0.0,27,1.56,8.588796591,8.588796591,8.318403428,1,432801,432801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,153,4.9541,1.9607,11.1427,0.2716,3,1,1,8386.1195,0,0,254,0.4976991163573159,4.1394437644454,35.5827962688618,2,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.657,0.152,0.657,8.3927,0.00368,0.0,0.0
263,1668,262,1668,28,128,128,98,3,95,0,83,3,80,0,1.542168675,0,0,7,6,12,7,7,4,6,10,7,17,0,0,0,86,0,0,0,27,0,41,0,0,0,0,8,32,0,4,15,213,1,92101,0,0,0,0,75,0.0,0.0,0.0,15,0.27,1.822787064,1.822787064,1.822787064,1,432801,432801,0,47,95,0,20,68,10,58,0,0,0,0,0,5,0,0,127,15.4724,42.9689,31.9334,7.444,2,3,3,47937.4507,0,0,263,3.8504339915294894,18.29559189933249,132.44827429741048,1,351.0,0.0,0.0,0.0,0.0,0.0,0.052,0.179,0.052,0.179,9.6046,0.00371,0.0,0.0
288,1815,287,1815,3,217,217,148,11,137,0,132,9,123,0,1.643939394,0,0,2,14,15,15,11,27,7,12,13,16,0,0,0,0,0,1,13,19,0,0,0,0,0,0,0,38,28,6,14,119,2,92103,0,0,0,0,0,0.0,0.0,0.0,27,1.8,5.61820278,5.61820278,5.61820278,1,432801,432801,0,130,251,0,121,234,121,234,0,0,0,0,0,5,0,0,167,10.8113,39.84,22.1251,7.5577,3,3,3,39657.6778,0,0,288,1.8371815623451944,13.952911656319648,118.42003063802008,1,385.0,0.0,0.0,0.0,0.0,0.0,0.034,0.099,0.034,0.099,7.7025,0.00394,0.0,0.0
290,1835,289,1835,2,62,62,42,0,42,0,40,0,40,0,1.55,0,0,1,5,6,5,4,4,3,4,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,2,92101,0,0,0,0,0,0.0,0.0,0.0,27,0.85,2.650786182,2.650786182,2.650786182,1,432801,432801,0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,109,13.6989,25.6815,27.6245,3.3149,2,2,3,34115.8416,0,0,290,1.8496663578402903,14.080290969720709,119.49620216891452,1,86.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,9.1664,0.00374,0.0,0.0
291,1639,290,1639,28,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92101,0,0,0,0,0,9.995733,0.0,0.0,15,0.03,9.995688934,9.995688934,9.995688934,1,432801,432801,0,4,268,0,4,268,4,268,0,0,0,0,0,5,0,0,29,13.6957,32.3984,26.2063,9.2148,1,3,3,37506.991,0,0,291,4.977229239456525,20.71194056997969,136.70548266043994,1,430.0,0.0,0.0,0.0,0.0,0.0,0.641,0.451,0.641,0.451,10.5376,0.00366,0.0,0.0
